user_id,friends
6166,"[4245, 7151, 7581, 7414, 5514, 822, 1759, 4905, 5217, 3617, 2435, 79, 6427, 1052, 5848, 3571]"
5966,"[5568, 2103, 4549, 6657, 2751, 2786, 2842, 5974, 2607, 6747, 4678, 1928, 4496, 3138, 5401, 4237, 7085, 1002, 1580, 4485, 7856, 6444, 4790, 1406, 4782, 1537, 2486, 764, 8231, 699, 510, 993, 860, 3212, 5481, 527, 4466, 96, 1836, 5711, 4454, 3313, 1652, 5029, 5519, 2391, 8190, 3349, 6056, 2726, 1006, 6362, 5023, 1375, 2206, 66, 6511, 4598, 6469, 3344, 4451, 1904, 1810, 4504, 38, 1643, 3496, 1753, 2855, 1362, 3285, 5417, 3796, 1749, 2117, 1764, 2143, 5546, 779, 911, 2843, 5587, 7240, 5677, 7759, 756, 49, 1027, 3444, 599, 1161, 1450, 4356, 5986, 2839, 6449, 641, 6738, 2421, 6533, 3248, 3055, 1751, 3619, 2182, 6015, 6838, 5296, 1345, 4372, 6288, 118, 7382, 4095, 3101, 8156, 5878, 4680, 1459, 34, 5275, 5741, 2994, 4003, 5075, 3294, 242, 651, 4620, 437, 8122, 4935, 5694, 3099, 6831, 69, 1050, 1735, 5956, 222, 405, 2534, 4175, 6986, 1095, 4349, 563, 5180, 5472, 1063, 4151, 3800, 7824, 880, 991, 3962, 3903, 5430, 6410, 1649, 2674, 3475, 1530, 3160, 6447, 7242, 3583, 6664, 3923, 6515, 8282, 3683, 2549, 4838, 7475, 1826, 777, 8270, 5136, 1264, 3164, 135, 7232, 1261, 3515, 4289, 5354, 2774, 5230, 4669, 3564, 2652, 2026, 6254, 6714, 1908, 8157, 6465, 852, 6752, 3181, 634, 4039, 2931, 36, 7593]"
1888,"[3649, 106, 6299, 763, 3074, 1484, 8185]"
6663,"[6392, 367, 192, 1799, 1237, 5611, 5417, 320, 854, 2615, 794, 8013, 7818, 8265, 6905, 4305, 6566, 2224, 1937, 7951, 2015, 3554, 3307, 4408, 5819, 4064, 3319, 4221, 1870, 4921, 4524, 5211, 114, 3877, 7314, 3908, 1665, 507, 1809, 2602, 2012, 8166, 4652]"
5101,"[4895, 4671, 7426, 3177, 866, 2250, 7256, 3210, 6966, 2956, 3616, 7759, 6230, 113, 5080, 8005, 7542, 1225, 6154, 7819, 5316, 7807, 1793, 6871, 6465, 4941, 6244, 3092, 2757, 5713, 3834, 2166, 7931, 6634, 3297, 6850, 1991, 8071, 7279, 5600, 7849]"
2038,"[2378, 205, 2142, 7034, 5997, 16, 3367, 6691, 2743, 1840, 462, 993, 6725, 6206, 2412, 7890, 8191, 7609, 3895, 7061, 3228, 260, 6882, 1020, 6823, 4887, 4706, 2280, 870, 4353, 7947, 1332, 5601, 3478, 2146, 6842]"
4304,"[874, 5354, 2149, 7777, 5074, 69, 3003, 2568, 8156, 3683, 7873, 5254, 1434, 764, 1735, 3134, 255, 973, 81, 4944, 6396, 8231, 1810, 118, 3536, 6121, 3207, 7762, 941, 4819, 5052, 5652, 5739, 7046, 7856, 1649, 1822, 1977, 641, 242, 3564, 3583, 2131, 7812, 4778, 7769, 5875, 8132, 5587, 4492, 5621, 7814, 7866, 4802, 1345, 1292, 2466, 5401, 7960, 1063, 510, 6247, 1839, 5751, 4746, 5417, 4250, 1261, 1199, 911, 6469, 7232, 1934, 4072, 3431, 1685, 4769, 4035, 7593, 4712, 8190, 8093, 4504, 5551, 3114, 1749, 5275, 4552, 3181, 775, 8126, 4071, 6605, 4411, 1700, 355, 4773, 4978, 3428, 634, 993, 4379, 4666, 4347, 5677, 2697, 1274, 3349, 6379, 1643, 4959, 4342, 4988, 6490, 4393, 557, 5296, 6661, 8174, 3496, 3997, 6613, 3304, 8203, 8281, 6262, 5963, 1769, 2839, 3230, 3160, 3869, 5323, 5054, 1679, 2825, 4399, 5247, 7024, 5871, 6459, 2715, 3981, 3516, 3970, 6911, 1488, 3897, 2842, 1904, 5167, 2182, 2865, 8069, 206, 6450, 4057, 4896, 1442, 8039, 5481, 1319, 7778, 5043, 6316, 8055, 7516, 625, 7270, 3646, 2652, 1944, 2876, 7217, 3146, 7850, 2250, 5787, 311, 7904, 916, 1113, 7897, 4175, 7436, 7513, 5264, 1783, 7372, 2636, 6804, 3055, 108, 7991, 258, 5661, 175, 4132, 7743, 2505, 7450, 4910, 3800, 525, 3351, 6288, 7744, 4898, 4859, 7095, 5733, 3903, 1515, 5484, 51, 5023, 3874, 3962, 7871, 8278, 5704, 3985, 393, 4362, 7876, 7662, 4230, 3716, 5208, 7910, 5519, 7837, 6893, 7619, 527, 5007, 6714, 5390, 4268, 6580, 4229, 8077, 5657, 8087, 5741, 4039, 6500, 3294, 3946, 2724, 5092, 6625, 4830, 599, 7289, 2757, 6747, 1721, 699, 5504, 1614, 6921, 4485, 7759, 777, 7386, 4669, 96, 5968, 6443, 3121, 4731, 2786, 2391, 2361, 6986, 2728, 7845, 860, 5271, 3610, 1808, 878, 5104, 2514, 3562, 1406, 7243, 315, 67, 5594, 7820, 7903, 4749, 1539, 7595, 1049, 3213, 7996, 1826, 7854, 1313, 4772, 6491, 2111, 5557, 6526, 3248, 1852, 509, 3614, 6173, 2792, 36, 1161, 5612, 7685, 6444, 2121, 7757, 66, 7087, 116, 4285, 1450, 1666, 6732, 6873, 2649, 2026, 6515, 8102, 2211, 4979, 7760, 4326, 3838, 4929, 272, 2372, 34, 4595, 2836, 5705, 49, 2206, 4247, 3240, 6964, 2421]"
4669,"[4083, 6526, 563, 1530, 3762, 5366, 4250, 4504, 4055, 3515, 5354, 4057, 3349, 5587, 8077, 1649, 1668, 36, 6515, 7593, 5363, 3139, 3134, 6262, 465, 7513, 5751, 1264, 4411, 7759, 1063, 3903, 7832, 7169, 4132, 3536, 2372, 6132, 8221, 6838, 6395, 2421, 2775, 7297, 777, 2131, 1199, 5167, 880, 634, 8186, 1852, 1537, 6842, 5709, 6866, 2636, 5519, 775, 1707, 6254, 2855, 5086, 5401, 2361, 6986, 3992, 4115, 7537, 1548, 1190, 3160, 7372, 1034, 6893, 8156, 5126, 1614, 1700, 7824, 1652, 69, 6714, 4773, 5652, 2505, 4910, 4352, 2842, 3230, 7436, 6092, 7127, 5417, 292, 510, 4347, 4793, 595, 6971, 5704, 1580, 7873, 701, 6664, 5739, 2466, 5007, 4096, 8132, 6876, 7762, 1027, 7674, 4602, 2149, 1344, 8281, 7814, 2391, 6921, 8112, 7953, 6613, 7837, 5986, 4063, 7184, 2568, 2836, 827, 38, 7134, 1839, 6500, 4959, 6605, 8190, 7897, 4379, 4912, 6952, 2674, 5023, 6524, 3797, 6288, 170, 5677, 7815, 3595, 3080, 7042, 7744, 7876, 4577, 66, 3351, 1161, 4988, 2377, 878, 3984, 4035, 7842, 6747, 5251, 4466, 884, 5296, 3003, 7992, 7356, 2182, 5726, 1515, 860, 5092, 7466, 5966, 4213, 4238, 1488, 4898, 527, 2652, 874, 5254, 7579, 7327, 4929, 4979, 8087, 1313, 7996, 3970, 1816, 852, 3583, 5208, 8126, 3496, 7662, 7232, 1541, 2649, 7377, 2839, 96, 3217, 6737, 5469, 3181, 3146, 7827, 5657, 3248, 1345, 2079, 7856, 116, 1721, 4790, 3523, 2442, 641, 1735, 118, 1810, 7168, 6247, 81, 5162, 8055, 5973, 5974, 242, 7925, 2103, 764, 4342, 8231, 4749, 1934, 5875, 4304, 587, 5780, 1049, 2026, 6501, 7854, 3598, 2793, 1292, 8122, 506, 3212]"
2567,"[2497, 7276, 979, 5677, 761, 7819, 1610, 8005, 592, 80, 1793, 7807, 3297, 484]"
5137,"[32, 375, 5071, 5327, 1634]"
81,"[1515, 4304, 242, 1447, 527, 4944, 4749, 8221, 1261, 1049, 7953, 4411, 4250, 1839, 7087, 3181, 4669, 118, 6873, 7436, 6533, 8132, 7743, 2737, 3564, 7744, 4504, 7594, 7466, 8039, 7897, 973, 2842, 897, 1810, 7513, 8190, 589, 3594, 7762, 2421, 5875, 2391, 7674, 3903, 2111, 8087, 5043, 3248, 401, 7289]"
2715,"[4304, 6513, 3009, 7426, 8005, 6154, 7931, 7525, 3579, 5675, 8105, 1625, 3976, 1793, 6244, 6465, 3323]"
5059,"[7102, 3832]"
808,"[2676, 2430, 4915, 4510, 5120, 462, 6206, 3320, 5642, 1010, 6488, 7034, 7460, 5503, 7130, 7721, 7890, 3228, 870, 1710, 4746, 6568, 4095, 3314, 6556, 4039, 620, 6691, 6923, 5601, 7947, 5007, 4035, 7172, 1500, 5623, 7079, 3367, 2039, 5258]"
2346,"[1271, 8005, 7686, 7544, 2207, 7807, 866, 6798, 3092, 7819, 1225, 4195, 6154, 1793, 7879, 6172, 7525, 1687, 6244]"
520,"[2050, 629, 1807, 5561, 3740, 5087, 4408, 5417, 243, 7629, 3338, 1554, 2733]"
2408,"[6850, 4195, 7807, 6006, 7819, 866, 8005, 6448, 4706]"
162,[587]
5773,"[1692, 4778, 8221, 7477, 6524, 860, 6288, 49, 465, 369, 2421, 527, 3897, 5956, 3428, 69, 3114, 6747, 3099, 5162, 3121, 2206, 5029, 1753, 7762, 5612, 3098, 3515, 3941, 1679, 1406, 814, 40, 3209, 5319, 1537, 4504, 6753, 2842, 2486, 7804, 911, 4698, 116, 5986, 3294, 5054, 5167, 7897, 4372, 3496, 1790, 7240, 973, 3248, 6986, 4620, 1652, 8190, 96, 8122, 1826, 897, 3921, 3564, 3160, 5974]"
5968,"[5401, 4175, 878, 7744, 5875, 3294, 7129, 7897, 7537, 2737, 4529, 3114, 242, 3248, 5208, 5247, 4304, 2842, 5587, 69, 4039, 2775, 66, 5023, 875, 1473, 4372, 4274, 2549, 827, 8132, 7762, 2486, 1852, 2834, 3207, 764, 2391]"
4349,"[6747, 1199, 2204, 5966, 3903]"
4060,"[7931, 490, 3088, 3177, 8005, 3015, 6244, 6940, 6728, 6006, 6154, 866, 6021, 8105]"
2505,"[1810, 4669, 5401, 2842, 5469, 3564, 4411, 8132, 7762, 8190, 7612, 7897, 5974, 5075, 3248, 7232, 4304, 6747]"
6934,"[6850, 5928, 7544, 588, 7807, 7101]"
2668,[7525]
7036,"[7807, 6462, 3177, 1857, 7354, 1687, 7819, 2591, 7508, 4195, 110, 8005]"
5573,"[7328, 110, 4930, 3088, 3177, 2809, 3684, 8005, 1610, 3367, 5213, 1025, 5525, 7101, 4965, 6211, 1198, 1857, 6057, 5986, 5529, 7819, 1701, 6244, 6723, 7807, 4345, 2703, 897, 6577, 785, 5753, 1793, 866, 7879, 4486, 7525, 5632, 3876, 4050, 2713, 592, 3092]"
5496,"[3297, 2089, 4850, 7780, 1793, 8053, 4503, 7368, 6149, 3728, 8005, 5380, 897, 4726, 7867, 8104, 3015, 3616, 2685, 6006, 7613, 5558, 785, 110, 7514, 1996, 2713, 866, 4472, 3802, 7819, 1254, 7807, 6483, 5282, 4877, 3140, 3011, 7879, 410, 6320, 6244, 1701, 2591, 234, 3579, 6610, 7759, 588, 7101, 1426, 3484, 1687, 3650, 7228, 7026, 1225, 7997]"
6716,"[3271, 719, 405, 2229, 7179, 3068, 2374, 3688, 7902, 700, 5757, 3827, 106, 8276, 6680, 564, 3774, 2532]"
846,"[3440, 5330, 1759, 3333, 2435, 834]"
6314,"[1937, 4408, 7629]"
6807,"[454, 4361, 830, 720, 2608, 7545, 7447, 2623, 2511, 5571, 6519, 7944, 7102, 4625, 2028, 3832, 526, 74, 539, 4327, 1256, 2367, 4747, 3568, 4034, 6746, 4345, 1623]"
5199,"[764, 6747, 242, 2770, 1027, 118, 2136, 4347, 3294, 771, 4454, 31, 1537, 510, 5075, 1593, 911, 2387, 3504, 3995, 3634, 4393, 497, 4411, 3313, 6362, 971, 4843, 3125, 49, 527, 3997, 5296, 6180, 699, 135, 2534, 2639, 96, 3515, 756, 632, 1951, 8122, 1345, 4288, 1365, 2421, 1406, 2206, 3970, 3880, 1133, 946, 6845, 7721, 116, 1638, 239, 5271, 2561, 1904, 2651, 2223, 2553, 4072, 2748, 5802]"
5835,"[8005, 2809, 455, 7819, 119]"
5944,"[7411, 7620, 901, 2842, 5674, 7981, 2218, 2870, 7551, 6130, 7535, 1380, 7102, 263, 4810, 7731, 2050, 1937, 4034, 720, 3135, 1681, 3018, 3283, 7709, 1470, 74, 938, 7505, 1882, 2371, 8155, 1122, 5911, 1368, 646, 5970, 76, 1623, 7447, 1984, 24, 1809, 3903, 7138, 526, 4009, 7833, 1560, 507, 6315, 7608, 6615, 4133]"
1977,"[463, 5296, 2878, 4932, 4411, 8132, 7762, 741, 973, 7897, 2839, 2391, 1190, 6747, 5751, 7169, 7820, 2842, 3903, 7513, 3248, 991, 3003, 4304]"
5384,"[4861, 3685, 5285, 6244, 6057, 866, 2713, 2983, 6006, 1045, 785, 8005, 234, 7807, 7525]"
5424,"[1334, 403, 1669, 1576, 5915, 6737, 7748, 7020, 855, 2744, 683, 4991, 8081, 2350, 7326]"
4039,"[5726, 5922, 1692, 242, 6747, 2639, 1406, 7034, 6650, 4464, 2620, 116, 2842, 7460, 7662, 565, 2375, 3880, 5417, 1510, 3928, 1949, 6725, 779, 8190, 5986, 3367, 3336, 7762, 8231, 3114, 7897, 783, 3099, 7513, 510, 3248, 5162, 6288, 4620, 7609, 497, 6262, 4304, 69, 1852, 3226, 5878, 5968, 5966, 2793, 777, 808, 8132]"
4412,"[5629, 8031, 1857, 7807, 8005, 7819]"
1560,"[6751, 7679, 5704, 2772, 7855, 6626, 1368, 2028, 1214, 8265, 7468, 3154, 3959, 2842, 1389, 7442, 2625, 6474, 221, 2377, 586, 6589, 5524, 6089, 7138, 6962, 223, 6108, 4345, 5066, 4257, 6846, 7462, 6840, 7447, 4866, 2870, 912, 301, 2343, 6677, 4545, 2457, 7023, 7545, 4931, 7499, 2938, 2947, 7584, 5265, 6367, 412, 4810, 1380, 720, 3660, 938, 3724, 7505, 4750, 6666, 2027, 7759, 3832, 946, 3857, 4327, 3654, 8051, 3283, 7878, 74, 1009, 1623, 4110, 6913, 685, 5428, 6814, 2623, 1470, 7833, 3189, 4034, 8008, 7504, 1256, 5339, 5479, 6418, 7102, 5879, 491, 8168, 2202, 3479, 5138, 6315, 6938, 5803, 489, 6112, 526, 5911, 485, 8002, 5710, 646, 6746, 1157, 4133, 8272, 8235, 5643, 5745, 76, 5944, 7615, 4142, 2005, 2835, 8155, 7608, 7620, 2324, 3044, 6530, 3018, 3750, 4066, 6425, 2104, 7535, 4414, 5893, 382, 3903, 7003, 3275, 304, 4435, 4519]"
1489,"[4744, 6850, 1225, 7508, 113, 5037, 7265, 2267, 589, 3852, 4951, 3177, 5265, 7426, 6310, 2530, 3452, 3876, 5954, 119, 5680, 1687, 3802, 6590, 3529, 143, 8031, 5753, 6352, 1022, 789, 985, 6244, 720, 6548, 1032, 1793, 6916, 3616, 4050, 3712, 3092, 234, 6966, 5738, 7465, 7879, 1072, 2667, 588, 8005, 4222, 866, 4973, 1088, 3297, 2591, 34, 3903, 7525, 7807, 7819, 5019, 110, 3309, 2172]"
6811,"[1338, 80, 6057, 3015, 592, 6919, 1646, 8005, 1793, 7465]"
6942,"[235, 2086, 3338, 3173, 6705, 1551, 5389, 2902, 629, 5561, 845, 1452, 2699, 445, 169, 2050, 2733, 4957, 2970, 5081, 4490, 3149, 3216, 114, 5417, 548, 347, 3400, 1554, 188, 4511, 2061, 6074, 4408]"
5637,"[6506, 2229, 4942, 7632, 4214, 2899, 7035, 405, 6998, 6174, 5763, 4189]"
4080,"[1020, 7034, 4706, 2060, 7109, 2234, 3296, 3367, 1961, 6853, 16, 462, 6673, 1010, 4876, 54, 2280]"
5030,"[1581, 2809, 2497, 4535, 3088, 1285, 897, 866, 6457, 3376, 6798, 8005, 234, 7332]"
1199,"[5401, 5878, 4304, 4669, 7762, 8132, 2855, 96, 6747, 3115, 4680, 4349, 4055, 7433, 7897, 4430, 7640, 7356, 3248, 69, 2391, 874, 7593, 116, 5469, 4773, 4529, 1826, 2793, 7953, 5197, 1406, 4749, 6893, 5587, 8126]"
56,"[7839, 7674, 3669, 7058, 7241, 375, 6412, 8141, 4335, 6164, 7209, 3245, 857, 1107, 7730, 590, 4720, 2377, 1214, 2063, 3530, 7355, 3722, 3933, 2304, 3992]"
1361,"[3177, 866, 6798, 6244, 7879, 7819, 3092, 5263, 301, 8005]"
401,"[3131, 6426, 1540, 3577, 7209, 2272, 3684, 897, 3000, 7276, 1376, 132, 6738, 6781, 8005, 7759, 3567, 7877, 7521, 4035, 6337, 6631, 6300, 2666, 6289, 1113, 6228, 6261, 6953, 2429, 4960, 7208, 7713, 81, 2756, 1759, 5334, 3830, 5862, 1121, 5077, 5360, 7151, 7824, 6340, 6790, 7414, 1209, 6258, 3617, 1247]"
4955,"[2039, 5423, 7034, 620, 870, 3478, 4930, 6823, 4706, 2234, 3589, 7281, 1410, 1979, 6333, 6570, 6465, 5623, 1961, 4035, 6845, 1500, 2412, 7947]"
5926,"[6244, 8005, 7819, 7649, 7807]"
2423,"[629, 6849, 2842, 188, 4408, 3035]"
4226,"[49, 6747, 8122, 2639, 1749, 242, 34, 5519, 5417, 131, 1990, 911, 1450, 2391, 6180, 4393, 764, 4680, 2842, 4347, 96, 527, 1458, 3213, 1027, 5023, 6986, 5612, 4504, 2421, 852, 4411, 510, 7232, 4870, 2855, 4362, 7535, 3351, 118, 7762, 506, 1852, 4175, 878, 6315, 1810, 3248, 4072, 7477, 7824, 1063, 4466, 3207, 3564]"
6430,"[7500, 7464, 7534, 4380, 7382, 4536, 7559, 8239, 7035, 3827, 405, 6270, 2374, 2396, 4189, 5834, 106, 2229]"
1541,"[1810, 335, 7762, 7428, 2842, 4669, 3903]"
5543,"[6747, 2724, 335, 2775]"
4064,"[1887, 7643, 7426, 897, 5387, 4408, 1665, 1033, 8224, 2602, 6663, 8134, 6316, 2168, 4091, 7012, 6142]"
6516,"[8181, 8053, 5568, 1816, 6940, 2676, 6845, 5795, 4605, 785, 3646, 6849, 7674, 6164, 3903, 3352]"
355,"[3248, 3181, 7762, 7513, 7953, 4304, 7897, 5751, 8190, 8055]"
3479,"[4034, 7160, 685, 7499, 4931, 6962, 3018, 6887, 4810, 7568, 4327, 1560, 7545, 6666, 1380, 304, 5739, 7709, 312, 3992, 267, 2904, 5970, 720, 646, 4377, 1122, 7505, 5542, 1470, 2187, 2623, 1057, 24, 539, 4689, 6315, 4361, 3044, 74, 2868, 7919, 5422, 8184, 3337, 526, 7584, 4120, 6499, 2371, 2947, 6326, 1156, 6938, 2635, 2324, 5418, 8002, 2118, 2005, 2625, 7102, 2028, 7447, 5674, 946, 7608, 7674, 7445, 3832, 223, 2272, 191, 6746, 470, 5745, 1521, 8235, 2000, 4283, 7462, 6530, 5911, 938, 1623, 3556]"
5846,"[1713, 6448, 181, 1720, 1820, 6869, 7931, 892, 8005, 3969, 1064, 6955, 4020, 847, 1610, 7276, 866, 6776, 410, 1367, 7101, 8110, 342, 1876, 7613, 3129, 138, 6006, 1022, 220, 6940, 5403, 340, 126, 8021, 5569, 5095, 7040, 2905, 4660, 1025, 7867, 897, 547, 2311, 5539, 5571, 2497, 4078, 3411, 6781, 4411, 1467, 6244, 6909, 1285, 7879, 4941, 7426, 2713, 7807, 7852, 258, 301, 2548, 455, 6154, 8105, 119, 4194, 1793, 6798, 8269, 7819, 4222]"
5265,"[1266, 7917, 8104, 1091, 3564, 7947, 69, 8132, 4381, 3762, 234, 7425, 7213, 4175, 6390, 6838, 1489, 625, 110, 60, 1088, 1560, 7804, 1623, 3992, 1500, 3975, 6916, 7034, 1944, 2591, 5001, 3733, 6700, 1895, 6103, 3181, 4772, 3160, 7078, 3146, 5568, 8102, 5601, 2631, 2391, 3352, 8231, 2676, 7124, 8053, 7674, 8151, 7613, 3552, 2229, 8008, 7824]"
5659,"[6523, 4327, 3832, 720, 4034, 7102, 2218, 3903, 7709]"
6687,"[4408, 243, 4652, 1014, 2168, 1550, 8224, 5098, 4511, 6496, 4926, 5417, 8166, 3791, 872, 4040, 7155, 4718, 4091, 7799, 2015, 2699, 2287, 5064, 5781, 8090, 629, 2707, 7700, 4923, 1870, 6255, 4095, 660, 6283, 6525, 5266, 7009, 7812, 1302, 6411, 4131, 6078, 3439, 2640, 7629, 6534, 1887, 6306, 235, 6834, 2802, 3877, 662, 4145, 114, 5321, 1401, 3311]"
6586,"[748, 3200, 2391, 4034, 6177, 6929, 3368, 7216, 3827, 3975, 2617, 3823, 5400, 7084, 6680, 7616, 2354, 2374, 1056, 522, 3289, 4945, 3932, 7621, 2396, 1152, 7350, 3271, 4439, 7382, 8152, 7245, 7157, 1768, 6585, 4189, 7193, 1259, 7179, 1484, 7734, 5763, 3341, 6694, 7495, 6164, 106, 2132, 992, 8219, 7553, 5189, 7541, 3425, 7880, 3139, 6506, 5686, 6287, 7085, 1419, 416, 8193, 6693, 8134, 8206, 2485, 7534, 2229, 7213, 3418, 5728, 405, 8169, 8201, 6569, 6481, 2926, 3124, 7665, 6053, 3068, 7312, 3631, 2710, 6984, 237, 833, 6124, 6364, 7035, 6174, 6045, 7862, 7136, 4728, 3934, 3074, 7484, 5971, 6745, 2862, 5013, 763, 8225, 6717, 4380, 7632, 719, 2458, 8101, 7248, 6311, 7902, 364, 3396, 4202, 4001, 2735, 4491, 8159, 7034, 3170, 8276, 639, 6552, 8142, 2279]"
4945,"[748, 7176, 3124, 6506, 8219, 3074, 6694, 3271, 7035, 6868, 5649, 284, 8185, 4596, 2393, 6984, 6177, 7306, 3253, 8252, 1311, 5765, 405, 2617, 3932, 8255, 5971, 5083, 6845, 7484, 7263, 992, 627, 7534, 8142, 7006, 2926, 8276, 5686, 7085, 7248, 4491, 2354, 4427, 6528, 719, 7902, 2842, 6586, 3418, 2396, 3488, 8225, 7500, 6974, 2710, 7084, 4380, 3649, 522, 3968, 2374, 1056, 8152, 5728, 2229, 7880, 7903, 237, 7260, 3827, 7312, 3352, 8009, 6270, 3666, 7553, 5834, 2279, 8143, 7213, 1967]"
6579,"[6691, 8222, 3367, 3265, 7890, 4643, 6853, 7034, 2676, 4887, 5518, 7947, 3471, 1332, 7366, 462, 3261, 4706, 870, 5599]"
6708,[]
616,"[6747, 4166, 2842, 5417, 3650, 5519, 4372, 3027, 6244, 8005, 3592, 3248]"
5583,"[319, 911, 4372, 6785, 5677, 8126, 764, 4132, 5054, 2421, 513, 3248, 3619, 1810, 2391, 852, 7762, 3903]"
6791,"[3358, 7807, 7674, 1793, 2565, 7101, 6529, 7560, 5410, 3452, 5073, 8005, 7969, 5954, 866, 1285, 110, 1783, 80, 2481, 6839, 7819, 6793, 1701, 7273, 6861, 6940, 1628]"
4374,"[1192, 2735, 2396, 3688, 3271, 1142, 6680, 1484, 237, 2068, 5295, 2229, 405, 7321, 2315, 2399, 3975, 7484, 7553, 2385, 3968, 7665, 5520, 6050, 8182, 8193, 719, 3068, 4479, 416, 7157]"
2150,"[4454, 2842, 1442, 4363, 6613, 2136, 2994, 1365, 1468, 6831, 1130, 3181, 3294, 6449, 2103, 2568, 6094, 3981, 1839, 6747, 7897, 3511, 1027, 3997, 3349, 3796, 4234, 827, 6400, 7762]"
1515,"[973, 1049, 4669, 1735, 2855, 1805, 5481, 2994, 6132, 4268, 2948, 4304, 5180, 5067, 8087, 1345, 7762, 116, 1537, 7856, 860, 6911, 8190, 7897, 4598, 2639, 6747, 7984, 7960, 3313, 4790, 66, 5751, 5519, 6845, 7662, 3207, 5875, 1652, 4504, 2568, 3248, 777, 2842, 7042, 8075, 2486, 2377, 3741, 3716, 5546, 3114, 5254, 131, 1050, 641, 2421, 8156, 7232, 5684, 2659, 461, 3121, 1161, 3981, 7593, 4898, 69, 4492, 5342, 118, 6643, 510, 6986, 1753, 6838, 4379, 634, 242, 7788, 7169, 1643, 7513, 170, 1344, 1852, 1826, 6810, 3614, 3564, 2391, 3098, 6469, 7953, 6491, 3747, 783, 7537, 1700, 1261, 7904, 6753, 2361, 764, 4778, 81, 1810, 527, 4352, 1313, 67, 3903, 595]"
6372,"[7652, 6856, 6784, 7450, 7286]"
6599,"[5234, 2267, 761, 6244]"
5322,"[1008, 7102, 7276, 6872, 7759, 2272, 8002, 7856, 6509, 6315, 4547, 7757, 3769, 304, 3832, 7919, 7944, 7545, 7833, 3352]"
6841,"[6276, 2035, 301, 3803, 5685, 1214, 6614, 372, 6956, 1477, 7674, 6091, 5392, 8113, 4974, 2063, 7365, 3530, 7437, 518, 7802, 4395, 897, 6554, 7333, 5664, 8094, 997, 7713, 3781, 1540, 8084, 7379, 7992, 1944, 6248, 857, 7723, 311, 3504, 7474, 8223, 5071, 6886, 1375, 3557, 5720, 5525, 7209, 3933, 6332, 6633, 7286]"
5345,"[5764, 2057, 3684, 3120, 5617, 7807, 7426, 4772, 4146, 8105, 6244]"
4810,"[3018, 5683, 6677, 2938, 3617, 2324, 4385, 7102, 485, 6815, 3479, 4822, 7048, 646, 2870, 4345, 8235, 685, 5944, 999, 1623, 4246, 2272, 848, 2623, 8129, 4327, 7413, 4034, 889, 2187, 4110, 7233, 8008, 8168, 3189, 74, 1560, 2457, 7031, 4283, 7833, 526]"
556,"[7102, 1122, 720, 5422, 6615, 526, 6938, 1250, 8008, 2202, 4034, 523, 7505, 2218, 4133, 7638, 3090, 4361, 7535, 2005, 3832, 7411]"
5986,"[897, 7513, 2842, 8, 3102, 4099, 4411, 4669, 3160, 4342, 3412, 242, 8190, 5974, 5366, 1826, 7897, 527, 3164, 4285, 1764, 208, 110, 5660, 6106, 4347, 2104, 3562, 911, 2658, 96, 5753, 4790, 641, 3946, 5966, 1450, 4858, 1685, 8184, 8231, 2421, 1701, 4454, 7228, 6581, 7390, 465, 7242, 4598, 880, 4501, 827, 1345, 4723, 3181, 3523, 3294, 878, 4729, 4234, 1442, 6533, 4039, 6613, 8156, 592, 1027, 6105, 5906, 1904, 3515, 699, 6511, 3583, 221, 5167, 1596, 5417, 4003, 2321, 5632, 4838, 6358, 4751, 5054, 789, 6121, 4012, 860, 1050, 5613, 1643, 7762, 7984, 3099, 1406, 688, 764, 775, 1313, 5291, 5296, 6055, 3364, 2513, 761, 3428, 6094, 2815, 1095, 3997, 461, 8122, 5751, 4419, 116, 2674, 272, 1751, 5773, 3475, 5067, 1857, 5050, 1559, 1910, 6747, 6580, 1839, 3248, 4175, 777, 1449, 3098, 4372, 1049, 607, 8132, 510, 1063, 3230, 118, 7804, 497, 6643, 5878, 4793, 7593, 2488, 4870, 2024, 5573, 4485, 2391, 3004, 5180, 80, 513, 7477, 7662, 5230, 3747, 5519, 1735, 7856, 4703, 1580, 6410, 149, 6801, 1362, 3496, 7139, 5481, 4046, 3349, 1692, 1614, 5922, 5711, 4195, 4072, 739, 5162, 1810, 4393, 6254, 8087, 8146]"
25,"[5525, 5392, 6332, 1816, 1375, 1482, 7365, 7209, 8094, 2916, 2035, 311, 231, 2063, 3803]"
2440,"[5071, 5525, 1482, 231, 5685, 6091, 3530, 3803, 8084, 7209, 2916, 7759]"
6260,"[7931, 1285, 7066, 5629, 4744, 7426, 6723, 301, 5231, 8105, 2250, 8005, 7807, 1628, 7879, 7465, 1857, 3177, 1198, 6244, 455]"
2543,"[4054, 7477, 7762, 463, 6747, 5401, 3248]"
5675,"[7525, 3579, 2715, 8005]"
2506,"[629, 330, 6834, 5339, 5414, 3012, 4775, 4700, 5417, 4408, 83]"
6755,"[7807, 7819, 2783, 2565, 8005, 6798, 4996, 6660]"
3820,"[688, 771, 527, 6437, 6288, 169, 4399, 1735, 1537, 1406, 2206, 5974, 8231, 911]"
1326,"[1239, 4752, 568, 8005, 3679, 3919, 3141, 4279, 1610, 80, 2470, 7849, 4195, 7385, 5632, 1857, 2207, 7276, 11, 2713, 3325, 6439, 340, 7081, 2410, 6154, 6610]"
5733,"[4304, 4749]"
